Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,,,0,,GOATS,"GOATS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,26000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,,,0,,GOATS,"GOATS, MEAT & OTHER - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,19000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,,,0,,GOATS,"GOATS, MILK - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,7000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,188419000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,,,0,,HOGS,"HOGS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,97749000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,,,0,,HONEY,"HONEY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,4000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,14000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,,,0,,MILK,"MILK - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,589000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,,,0,,SHEEP,"SHEEP, INCL LAMBS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,77000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,,,0,,SOYBEANS,"SOYBEANS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,67434000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,,,0,,WHEAT,"WHEAT - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,3493000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,,,0,,CORN,"CORN - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,129122000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,,,0,,EQUINE,"EQUINE, (HORSES & PONIES) & (MULES & BURROS & DONKEYS) - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,44000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,,,0,,"FIELD CROPS, OTHER","FIELD CROPS, OTHER, INCL HAY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,1300000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,,,0,,GOATS,"GOATS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,47000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,,,0,,GOATS,"GOATS, MEAT & OTHER - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,11000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,,,0,,GOATS,"GOATS, MILK - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,35000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,193967000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,,,0,,GRAIN,"GRAIN, OTHER - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,1234000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,,,0,,HOGS,"HOGS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,20255000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,,,0,,HONEY,"HONEY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,6000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,6000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,,,0,,SHEEP,"SHEEP, INCL LAMBS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,156000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,,,0,,SOYBEANS,"SOYBEANS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,61465000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,,,0,,WHEAT,"WHEAT - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,2146000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,,,0,,WOOL,"WOOL - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,3000,0.1
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,CATTLE,"CATTLE, INCL CALVES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,33305000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,CORN,"CORN - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,85488000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,CUT FLOWERS & CUT CULTIVATED GREENS,"CUT FLOWERS & CUT CULTIVATED GREENS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,114516,7.5
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,DEER,"DEER - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,682000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,EQUINE,"EQUINE, (HORSES & PONIES) & (MULES & BURROS & DONKEYS) - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,11964000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,EQUINE,"EQUINE, HORSES & PONIES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,11946000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,18000,0.1
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,EQUINE,"EQUINE, PRODUCTS ONLY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,1002000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,"FIELD CROPS, OTHER","FIELD CROPS, OTHER, INCL HAY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,4779000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,"FLORICULTURE, OTHER","FLORICULTURE, OTHER - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,113709,10.7
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,"FLOWERING PLANTS, POTTED","FLOWERING PLANTS, POTTED, INDOOR USE - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,146800,0.7
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,FOLIAGE PLANTS,"FOLIAGE PLANTS, INDOOR USE - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,111800,21.9
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,GOATS,"GOATS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,265000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,GOATS,"GOATS, MEAT & OTHER - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,90000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,GOATS,"GOATS, MILK - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,175000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,133936000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,GRAIN,"GRAIN, OTHER - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,84000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,HOGS,"HOGS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,25849000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,HONEY,"HONEY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,25000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,125000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,MILK,"MILK - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,85322000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,RABBITS,"RABBITS, LIVE - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,1000,0.1
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,SHEEP,"SHEEP, INCL LAMBS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,1746000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,SOYBEANS,"SOYBEANS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,47020000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,"SPECIALTY ANIMALS, OTHER","SPECIALTY ANIMALS, OTHER, PRODUCTS ONLY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,130000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,TOMATOES,"TOMATOES, UNDER PROTECTION - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,506273,45.9
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,TRANSPLANTS,"TRANSPLANTS, COMMERCIAL, VEGETABLE & STRAWBERRY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,24969,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,WHEAT,"WHEAT - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,1326000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,,,0,,WOOL,"WOOL - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,3000,0.1
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,,,0,,CATTLE,"CATTLE, INCL CALVES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,11155000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,,,0,,CORN,"CORN - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,93476000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,,,0,,CUT CHRISTMAS TREES,"CUT CHRISTMAS TREES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,102000,0.1
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,,,0,,CUT CHRISTMAS TREES & SHORT TERM WOODY TREES,"CUT CHRISTMAS TREES & SHORT TERM WOODY TREES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,102000,0.1
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,,,0,,EQUINE,"EQUINE, (HORSES & PONIES) & (MULES & BURROS & DONKEYS) - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,386000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,,,0,,EQUINE,"EQUINE, HORSES & PONIES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,382000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,,,0,,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,5000,0.1
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,,,0,,"FIELD CROPS, OTHER","FIELD CROPS, OTHER, INCL HAY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,1017000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,,,0,,GOATS,"GOATS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,129000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,,,0,,GOATS,"GOATS, MEAT & OTHER - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,62000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,,,0,,GOATS,"GOATS, MILK - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,68000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,143847000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,,,0,,HOGS,"HOGS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,21145000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,,,0,,HONEY,"HONEY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,2000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,,,0,,MILK,"MILK - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,14744000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,,,0,,SHEEP,"SHEEP, INCL LAMBS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,177000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,,,0,,SOYBEANS,"SOYBEANS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,47080000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,,,0,,"SPECIALTY ANIMALS, OTHER","SPECIALTY ANIMALS, OTHER, PRODUCTS ONLY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,4000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,,,0,,TOMATOES,"TOMATOES, UNDER PROTECTION - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,56050,45.9
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,,,0,,WOOL,"WOOL - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,4000,0.1
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,CATTLE,"CATTLE, INCL CALVES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,21529000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,CORN,"CORN - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,132775000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,CUT FLOWERS & CUT CULTIVATED GREENS,"CUT FLOWERS & CUT CULTIVATED GREENS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,34880,7.5
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,DEER,"DEER - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,153000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,EQUINE,"EQUINE, (HORSES & PONIES) & (MULES & BURROS & DONKEYS) - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,1408000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,EQUINE,"EQUINE, HORSES & PONIES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,1408000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,EQUINE,"EQUINE, PRODUCTS ONLY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,70000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,"FIELD CROPS, OTHER","FIELD CROPS, OTHER, INCL HAY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,4882000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,GOATS,"GOATS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,39000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,GOATS,"GOATS, ANGORA - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,1000,0.1
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,GOATS,"GOATS, MEAT & OTHER - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,34000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,GOATS,"GOATS, MILK - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,4000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,229049000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,GRAIN,"GRAIN, OTHER - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,12500000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,HOGS,"HOGS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,55041000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,HONEY,"HONEY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,22000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,62000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,MILK,"MILK - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,33540000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,RABBITS,"RABBITS, LIVE - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,1000,0.1
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,SHEEP,"SHEEP, INCL LAMBS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,85000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,SOYBEANS,"SOYBEANS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,81028000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,"SPECIALTY ANIMALS, OTHER","SPECIALTY ANIMALS, OTHER, PRODUCTS ONLY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,31000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,SPORT FISH,"SPORT FISH - SALES & DISTRIBUTION, MEASURED IN $",TOTAL,NOT SPECIFIED,8000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,,,0,,WOOL,"WOOL - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,143000,0.1
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,CATTLE,"CATTLE, INCL CALVES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,22732000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,CORN,"CORN - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,102065000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,DEER,"DEER - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,89000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,EQUINE,"EQUINE, (HORSES & PONIES) & (MULES & BURROS & DONKEYS) - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,1105000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,EQUINE,"EQUINE, HORSES & PONIES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,1101000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,EQUINE,"EQUINE, MULES & BURROS & DONKEYS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,4000,0.1
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,EQUINE,"EQUINE, PRODUCTS ONLY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,20000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,"FIELD CROPS, OTHER","FIELD CROPS, OTHER, INCL HAY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,1853000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,GOATS,"GOATS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,63000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,GOATS,"GOATS, MEAT & OTHER - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,53000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,GOATS,"GOATS, MILK - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,10000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,GRAIN,"GRAIN - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,155405000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,HOGS,"HOGS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,3113000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,HONEY,"HONEY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,53000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,MAPLE SYRUP,"MAPLE SYRUP - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,145000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,MILK,"MILK - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,57479000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,SHEEP,"SHEEP, INCL LAMBS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,99000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,SOYBEANS,"SOYBEANS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,50727000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,"SPECIALTY ANIMALS, OTHER","SPECIALTY ANIMALS, OTHER, PRODUCTS ONLY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,11000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,TRANSPLANTS,"TRANSPLANTS, COMMERCIAL, VEGETABLE & STRAWBERRY - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,37000,(L)
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,,,0,,WOOL,"WOOL - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,1000,0.1
CENSUS,2022,YEAR,,COUNTY,INDIANA,18,NORTH CENTRAL,20,MIAMI,103,,,0,,CATTLE,"CATTLE, INCL CALVES - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,4760000,(L)
